,norma_l1,norma_l2,pct_reduccion_l1,pct_reduccion_l2
ols,10853.747954553815,3922.1947108753,0.0,0.0
regularizacion_l1,42.94514728002292,33.49405578377848,0.9960432886907048,0.99146037913648
regularizacion_l2,457.52320548912144,109.55067953012247,0.9578465238547241,0.9720690359337937
regularizacion_elasticnet,21.002924203163673,8.99709629495216,0.9980649150605758,0.9977061066677783
